date,market_return,stock_return
2024-01-02,0.021184784068876084,0.011540459046385485
2024-01-03,-0.008034115932064545,-0.04335797931663735
2024-01-04,-0.012134704591493684,-0.040573200060787185
2024-01-05,-0.004271977121136834,-0.022414323691003095
2024-01-08,-0.012904812832907966,-0.02007387398703181
2024-01-09,0.017694582876474654,-0.005742115584794767
2024-01-10,0.01046885431414825,0.018890358849542106
2024-01-11,0.007682780774649372,0.010041244839788943
2024-01-12,0.016563518764550488,0.0303648959864864
2024-01-15,-0.006565377150259249,-0.010374214235880141
2024-01-16,-0.014762489580789026,0.004186917822676323
2024-01-17,0.004341317181318328,-0.012283127471428616
2024-01-18,0.003906780987462052,0.002731648128794415
2024-01-19,-0.009488506097719689,-0.012405525548923612
2024-01-22,0.0065122501469383615,-0.00888368605466868
2024-01-23,0.017278862916694414,0.004661830744608235
2024-01-24,-0.0057831038718578875,-0.022538907463721822
2024-01-25,0.0025888299678530945,0.002812001732627097
2024-01-26,0.0043087984491264894,-0.023780098996212414
2024-01-29,0.005936914705677605,-0.00735478475601287
2024-01-30,0.012113403195228694,0.01549654778987645
2024-01-31,0.007117534926303426,0.003990775180450661
2024-02-01,0.016446086435972205,0.005971948667393392
2024-02-02,-0.00896799794237857,-0.013106524042130932
2024-02-05,-0.005079336353020927,0.00531910187770753
2024-02-06,0.009776739987369686,0.011781021834485145
2024-02-07,-0.004737950414924117,0.0045590450446974535
2024-02-08,-0.006088406804035714,-0.009494390884003162
2024-02-09,-0.0001731447926488217,0.02320773393971158
2024-02-12,0.004400873551644037,-0.0007387125912100365
2024-02-13,-0.005373286458280206,-0.008177486867503678
2024-02-14,0.00717129269976944,0.029597897947503306
2024-02-15,0.016307104605628838,0.009903826446956933
2024-02-16,-0.020171692082838862,-0.037219501352010576
2024-02-19,-0.02594760281355555,-0.03480548623545039
2024-02-20,0.009008954895538266,0.017547168588230355
2024-02-21,-0.008807766173553243,-0.026981195277109384
2024-02-22,0.0170978951951077,0.013322474834513735
2024-02-23,0.033348325633843566,0.01925522042716226
2024-02-26,-0.0012801900115092123,2.187895360347724e-05
2024-02-27,-0.0040614862622904285,0.005215488428800268
2024-02-28,0.00027000977848628854,-0.016113390418154225
2024-02-29,0.003587978591763675,0.031388404459266966
2024-03-01,-0.00017184612942519525,-0.013798719034796701
2024-03-04,-0.010043628584443149,0.011355593569475483
2024-03-05,0.005114100894987539,0.023415183609107153
2024-03-06,-0.022869927797209654,-0.005127816483509132
2024-03-07,0.004873401537170744,0.01770242480991674
2024-03-08,0.001505666585002349,-0.030810298964791975
2024-03-11,0.015394777124906132,0.006655486946941893
2024-03-12,0.0022285192386791506,0.010867637736548724
2024-03-13,0.005931711268889083,-0.005802194339820278
2024-03-14,-0.010533013572830197,0.0004901215519477076
2024-03-15,0.002356480319831669,-0.011150707023397592
2024-03-18,0.009285419798242793,-0.006583828685620836
2024-03-19,0.012091721550484493,0.01330054529121825
2024-03-20,0.0017152852430548553,-0.022328196889533858
2024-03-21,0.018582034697098532,0.022966250324705336
2024-03-22,0.015018011304178241,0.007241851786976277
2024-03-25,-0.007148242735399356,-0.04482574832897014
2024-03-26,-0.028028406038817955,-0.038132062912956954
2024-03-27,-0.01227195075701054,-0.027332004901403154
2024-03-28,0.001135991236488045,-0.003343834284906743
2024-03-29,0.002182187312657996,0.018392582210499473
2024-04-01,-0.0030253753923814514,0.01706649185124471
2024-04-02,-0.004480994371415628,-0.028526292011270285
2024-04-03,0.007815998743063433,0.003670422827300769
2024-04-04,-0.006414458027968124,-0.005133864819849831
2024-04-05,-0.024114628109661692,-0.028680666693349573
2024-04-08,-0.003218972088873478,0.015141919156948954
2024-04-09,0.012057617265443575,0.00837084165979093
2024-04-10,-0.009434838389415093,-0.015567922800090842
2024-04-11,0.007706133303984636,-0.0023060111301680926
2024-04-12,0.006965353658835087,-0.017087786740860103
2024-04-15,0.00016270411878553732,0.01270120947457416
2024-04-16,0.005051336196124909,-0.01742767585637312
2024-04-17,-0.010201544131338277,-0.0287791405744866
2024-04-18,0.0010433514938458612,-0.0272929929846812
2024-04-19,0.017602838520566218,0.015380831173130383
2024-04-22,-0.0005251582072049929,0.009850407589686952
2024-04-23,-0.012326863814877756,-0.015900465133604887
2024-04-24,0.01718334786773424,0.0014762035604528028
2024-04-25,-0.015306358807956999,-0.001977828030283459
2024-04-26,0.019349398863606614,0.01891873515660621
2024-04-29,0.0014446313951604066,0.010263360054649121
2024-04-30,0.007457767055963185,0.007765412232626699
2024-05-01,0.004419404142683746,-0.008835363584214776
2024-05-02,0.0005842247080578081,0.0031187284877860423
2024-05-03,0.012751942434963482,0.03162535779586624
2024-05-06,-0.000536529996704513,-0.011360961886981288
2024-05-07,-0.009050117837565394,-0.005872584132718279
2024-05-08,0.0008656470025458923,0.0018880350323237233
2024-05-09,-0.019715543643174,-0.019094714446991224
2024-05-10,-0.0012961778684839182,-0.03419017080064253
2024-05-13,-0.020024098258094217,-0.0066568010477441215
2024-05-14,0.0006288826044657672,-0.011079801353669516
2024-05-15,0.008738820222672033,0.00520915001758823
2024-05-16,0.007783343313505712,-0.019462430457806084
2024-05-17,-0.0012243356350418774,-0.015987387608786523
2024-05-20,-0.030627646641786684,-0.0510238021474152
2024-05-21,-0.0050452507311624,-0.02622893674077391
2024-05-22,0.015121665597961369,0.021396651341654166
2024-05-23,-0.00667907236087356,-0.02357262160387149
2024-05-24,0.006726042378998593,-0.009592479016692492
2024-05-27,-0.00710724647284373,-0.0032617660196244133
2024-05-28,0.018716890929920564,0.028277765998356977
2024-05-29,-0.023647410391270638,-0.019830640714549704
2024-05-30,-0.0054057691389895746,0.002247637041476576
2024-05-31,-0.0038317003866186173,-0.015644451076309393
2024-06-03,0.006404053931284427,-0.004724669391871716
2024-06-04,0.0008845478368873867,-0.008449591965135
2024-06-05,0.002345607103524352,0.0018862033267301919
2024-06-06,-0.025814921216937015,-0.05596020655174258
2024-06-07,0.023313440850015712,-0.0023062382223583457
2024-06-10,0.00273702972489496,0.01013746055637745
2024-06-11,-0.006847512375243711,-0.027184251850281657
2024-06-12,0.016374677524701616,0.0005457548819165648
2024-06-13,-0.012404988583897223,-0.0014623566152670627
2024-06-14,0.004451468950683773,-0.013736317483461206
2024-06-17,0.011973800048153044,0.008046037030607455
2024-06-18,0.009374401215773199,0.006814451886358608
2024-06-19,0.00332030056113101,-0.00227977672065553
2024-06-20,-0.0005019804873810127,0.01289106979587785
2024-06-21,-0.011059825362875177,-0.02370068896149683
2024-06-24,0.004401070800833431,0.02144859771734242
2024-06-25,-0.014212656380829646,0.0026215733043692246
2024-06-26,0.012758240990539021,0.01642788467858828
2024-06-27,0.010492408291094614,0.016062119120553064
2024-06-28,0.0007827382325303197,0.005597700861030836
2024-07-01,-0.021426475888084117,-0.04825069969647683
2024-07-02,0.008074433389426353,0.01489411470240528
2024-07-03,0.00800015858874335,0.012053379159521857
2024-07-04,-0.011790114390561796,-0.013584450221847594
2024-07-05,-0.0040899802625018675,-0.007262073037229094
2024-07-08,0.0023906722211347337,0.0251542800716684
2024-07-09,0.008781950888695699,-0.025400413051590513
2024-07-10,-0.0035691515354881105,0.005994300262198124
2024-07-11,-0.008827646635923593,0.0008619618785827236
2024-07-12,-0.005258506879275975,0.020363011028115146
2024-07-15,-0.010540716170859844,-0.020230461274954953
2024-07-16,0.020961581225640874,0.005298641108965666
2024-07-17,0.021674818396766608,0.016729299108992967
2024-07-18,-0.022884746834338686,-0.020538612603065755
2024-07-19,-0.00394980750835811,0.010673860132553128
2024-07-22,0.01848066320088664,0.02979045454802077
2024-07-23,0.01662257415793442,0.018078366519660265
2024-07-24,0.023095401632312766,-0.011330732832293806
2024-07-25,0.01495984311050857,0.04122084484171378
2024-07-26,0.0058470124232217835,0.026269270366139914
2024-07-29,0.0040442135935495095,0.01174214034349266
2024-07-30,0.01653380453636558,0.026717896179583263
2024-07-31,0.005693238063162937,0.008388592791167195
